Name,City,State,PhoneNumber,Rating,Price
Barber Shop,Louisville,KY,+15025872615,4.5,$
Woodys on Baxter,Louisville,KY,+15023653541,4.0,$
Phillips Hair Cutting,Louisville,KY,+15029332161,5.0,$
Beechmont Bombshells,Louisville,KY,+15027495152,4.5,$
Derby City Chop Shop,Louisville,KY,+15029164064,4.5,$
The Vintage Barber Lounge,Louisville,KY,+15022944444,5.0,$
Hair by Sam,Louisville,KY,+15023632827,3.5,$
Jay's Campus Cuts,Louisville,KY,+15026365252,2.5,$
Bangs Hair Salon,Louisville,KY,+15025682264,4.5,$
Great Clips,Louisville,KY,+15025842547,3.5,$
Beards and Beers,Louisville,KY,+15029967999,5.0,$$
Big City Styles,Louisville,KY,+15025842489,5.0,$$
Roffler of Louisville,Louisville,KY,+15025833144,5.0,$$
High Voltage Barbers,Louisville,KY,+15029165981,5.0,$$
Cut Me Loose,Louisville,KY,+15026344676,5.0,$$
Lyons Den Haircutters,Louisville,KY,+15024479019,3.5,$$
Sport Clips Haircuts of Louisville,Louisville,KY,+15029330099,4.0,$$
Supercuts,Louisville,KY,+15023618004,2.5,$$
The Edge Salon,Louisville,KY,+15024470707,3.5,$$
Littles Barber Shop,Louisville,KY,+15027786100,3.5,$$
Shotgun Betty's Salon,Louisville,KY,+15025586567,4.0,$$
Salon Rex,Louisville,KY,+15024599095,5.0,$$
Loop Barber Shop,Louisville,KY,+15024526068,4.0,$$$
Fritz's for Men,Louisville,KY,+15024123748,3.5,$$$
The Art of Shaving,Louisville,KY,+15022599780,1.0,$$$
Waves,Florence,KY,+18592835200,2.5,$$$
The Clipper Barber and Styling Shop,Jeffersonville,IN,+18122839454,4.0,$$$$
Props Barber Shop,Louisville,KY,+15026499453,4.5,$
Phillips Hair Cutting,Louisville,KY,+15029332161,5.0,$
Derby City Chop Shop,Louisville,KY,+15026322467,4.5,$
Handsome Fellows Barber Shop,Louisville,KY,+15024093132,4.5,$
Barber Shop,Louisville,KY,+15025872615,4.5,$
East End Barbershop,Louisville,KY,+15027422100,4.0,$
Creekside Barber Shop,Louisville,KY,+15024505784,5.0,$
Yeomans Hall Barber Shop,Fort Knox,KY,+15029420557,4.5,$
Woodys on Baxter,Louisville,KY,+15023653541,4.0,$
Fern Creek Barber Shop,Louisville,KY,+15022399236,5.0,$
Hubbard Lane Barber Shop,Louisville,KY,+15028977700,5.0,$
Middletown Barber Shop,Louisville,KY,+15023843964,5.0,$
Derby City Chop Shop,Louisville,KY,+15029164064,4.5,$
Martin's Family Cuts,Bardstown,KY,+15023499495,5.0,$
Okolona Center Barber Shop,Louisville,KY,+15029660028,4.5,$
The Place To Go Hair Styling,Louisville,KY,+15024526897,4.5,$
Brownsboro Center Barber Shop,Louisville,KY,+15028972670,5.0,$
Twolane Barber Shop,Louisville,KY,+15024547764,5.0,$
Sook's Barber Shop,Radcliff,KY,+12703517665,4.0,$
Keith’s Barber Shop,Shepherdsville,KY,+15029212591,3.0,$
UnderGround Classic Cuts,New Albany,IN,+18127259273,5.0,$$
Razor's Edge Barber Shop,Shepherdsville,KY,+15025439720,4.0,$$
Beards and Beers,Louisville,KY,+15029967999,5.0,$$
Big City Styles,Louisville,KY,+15025842489,5.0,$$
Roffler of Louisville,Louisville,KY,+15025833144,5.0,$$
Lott's Barber Shop,Radcliff,KY,+12703512615,5.0,$$
Dejays Barber Shop of New Albany,New Albany,IN,+18129450720,5.0,$$
Sport Clips Haircuts of Louisville,Louisville,KY,+15029330099,4.0,$$
Touch of Class,Louisville,KY,+15029665071,5.0,$$
Cut Me Loose,Louisville,KY,+15026344676,5.0,$$
Highland Beauty & Barber,Louisville,KY,+15024569200,5.0,$$
High Voltage Barbers,Louisville,KY,+15029165981,5.0,$$
Fades & Blades Barber Shop,Louisville,KY,+15025659416,5.0,$$
Cutting It Close,Louisville,KY,+15024915224,5.0,$$
Cuts Barbershop,Louisville,KY,+15029362454,3.5,$$
18/8 Fine Men's Salon - Louisville,Louisville,KY,+15022570077,4.5,$$
Tight Cutz 2,Radcliff,KY,+12703512889,4.0,$$
Changing Images Barbershop,Watterson Park,KY,+15022968378,5.0,$$
Bonnie's Barber Shop,Louisville,KY,+15024267494,4.5,$$
Sport Clips Haircuts of Louisville - Jefferson Commons,Louisville,KY,+15029692828,4.0,$$
Loop Barber Shop,Louisville,KY,+15024526068,4.0,$$$
Fritz's for Men,Louisville,KY,+15024123748,3.5,$$$
The Art of Shaving,Louisville,KY,+15022599780,1.0,$$$
Waves,Florence,KY,+18592835200,2.5,$$$
The Clipper Barber and Styling Shop,Jeffersonville,IN,+18122839454,4.0,$$$$
Menifee Barber Shop,Menifee,CA,+19516797800,4.0,$
Custom Cuts Barber Shop,Temecula,CA,+19512962805,4.5,$
A-K Barber Shop,Murrieta,CA,+19516775550,4.5,$
Sunset Barber Shop,Temecula,CA,+19513020069,4.5,$
In The Cut Barbers,Lake Elsinore,CA,+19514711855,4.0,$
Happy Joe's Barber Shop,Hemet,CA,+19519259897,4.5,$
American Deluxe Barbershop,Temecula,CA,+19516999141,4.0,$
Ritecut Barber Shop,Temecula,CA,+19516949024,4.0,$
TKO BarberShop,Hemet,CA,+19513223419,4.5,$
J's Barbershop,Menifee,CA,+19516729991,3.5,$
Go Clippers BarberShop,Murrieta,CA,+19516981000,4.5,$
Stew's Cal Oaks,Murrieta,CA,+19516969116,4.5,$
Orchard Barber Shop,Murrieta,CA,+19516796363,3.5,$
Homeland Barber Shop,Homeland,CA,+19519262472,5.0,$
The Alley Barber,Temecula,CA,+19516785796,4.5,$
Murrieta Town Center Barbers,Murrieta,CA,+19518944510,4.5,$
Eugene's Clean Cut Barber Shop,Murrieta,CA,+19516007749,4.5,$
J's Barbershop,Murrieta,CA,+19516968155,4.5,$
Winchester Square Barbers,Temecula,CA,+19516949959,4.5,$
Bolo's Barber Shop,San Jacinto,CA,+19095540352,3.5,$
Paco's Fresh Kutts Barbershop,Menifee,CA,+13232177525,4.5,$$
Headliners Barbershop,Menifee,CA,+19516727224,3.5,$$
Ricos Barber Shop,Murrieta,CA,+19516796400,4.5,$$
Fadez and Bladez Barbershop,Menifee,CA,+19513016545,4.0,$$
Thee Traditional Barbershop,Murrieta,CA,+19516002529,5.0,$$
The Gentlemens Parlor,San Jacinto,CA,+19519291700,4.5,$$
Old Town Barbers,Temecula,CA,+19516995493,5.0,$$
Legends Barber Shop,Murrieta,CA,+19516001100,3.5,$$
San Jacinto Barber Shop And Shaving Parlor,San Jacinto,CA,+19516544488,4.5,$$
Payd 2 Fade Barber Shop,Murrieta,CA,+19518944331,4.5,$$
Sport Clips Haircuts of Menifee,Menifee,CA,+19515664768,4.0,$$
Fine Cuts,Lake Elsinore,CA,+19516745275,4.5,$$
So-Cal Barber Shop,San Jacinto,CA,+19514877832,4.5,$$
Buffalo Co. Salon & Barber,Temecula,CA,+19512407981,5.0,$$
Ritecut Barber Shop,Murrieta,CA,+19516965522,3.5,$$
Stews Barber Shop,Temecula,CA,+19513021212,4.0,$$
18|8 Fine Men's Salons - Temecula,Temecula,CA,+19513958877,4.0,$$
The Underground Exclusives,Perris,CA,+19515757833,3.0,$$
Stews Barber Shop,Wildomar,CA,+19516090333,3.5,$$
Rico's Barber Shop,Murrieta,CA,+19518942170,3.5,$$
C's Cuts & Creations,Temecula,CA,+19513020413,4.0,$$$
Daddy's Barbershop,Palm Springs,CA,+17605371311,4.5,$$$
G Styles Barbershop,Riverside,CA,+19512249155,4.5,$$$
Blssd Barbershop,Palm Desert,CA,+17603405565,5.0,$$$
Supercuts,Fallbrook,CA,+17607314894,3.0,$$$
The Barbers Den,Chino Hills,CA,+19097297912,5.0,$$$
Mini's Beauty & Barber Shop,Riverside,CA,+19517829711,4.0,$$$
Excellence Barber Shop,Riverside,CA,+19513322577,3.5,$$$
Xklusive Barber & Beauty,Montclair,CA,+19094475600,5.0,$$$
Metro for Men,Lake Forest,CA,+19494500150,4.0,$$$
A&O Salons,Newport Beach,CA,+19494382558,5.0,$$$
18| 8 Fine Men's Salon - Costa Mesa,Costa Mesa,CA,+17144351888,4.5,$$$
Crew Salon,Costa Mesa,CA,+17147510111,4.5,$$$
Sport Clips Haircuts of Rancho Bernardo Town Center,San Diego,CA,+18582996464,4.0,$$$
The Young American at Southern Local,Tustin,CA,+17148388076,5.0,$$$
Jody La Rocca At Cut Barber,Palm Springs,CA,+17603222999,4.0,$$$
Adam O'Mahony,Chino,CA,+19492292988,5.0,$$$
Franks Barber And Beauty Shop 2,Rialto,CA,+19098790494,3.0,$$$
Eli Hair Studio,Corona,CA,+19496331073,4.0,$$$
The Art of Shaving,Costa Mesa,CA,+17144601988,3.5,$$$
The Barber Parlor,Escondido,CA,+17606708034,5.0,$$$$
Kenneth Brown Salons,Irvine,CA,+19495026680,5.0,$$$$
It's About Time Barber Shop,Rialto,CA,+19095036788,3.5,$$$$
A Barbers Lounge,Palm Desert,CA,+17605343907,2.5,$$$$
Crown Barber & Beauty Salon,Tustin,CA,+17145449889,4.0,$$$$
Tonys Hair Styling Salon & Barber Shop,Claremont,CA,,3.5,$$$$
Salon Prohibition,Brea,CA,+17143104673,5.0,$$$$
SD Stylist,Carlsbad,CA,+17604584056,4.0,$$$$
Cut & Shave Barbershop,Alexandria,VA,+15719704767,4.5,$
Telegraph Barbershop,Alexandria,VA,+17038883111,4.5,$
Arzum BarberShop,Alexandria,VA,+17032990050,4.5,$
Ultimate Styles Barbershop,Alexandria,VA,+17035498820,4.0,$
Mt Vernon Barber Zone,Alexandria,VA,+17037045300,5.0,$
King Barber,Alexandria,VA,+17033701210,4.5,$
Walter's Barber Shop,Alexandria,VA,+15717810180,4.5,$
Family Barber,Alexandria,VA,+17033394270,4.5,$
Bradlee Barber Shop,Alexandria,VA,+17039989830,3.5,$
Sky Barbershop,Falls Church,VA,+17035759002,4.5,$
Hi-Top barber shop,Alexandria,VA,+17036638855,2.5,$
Best Barber Shop,Alexandria,VA,+17038230728,4.0,$
Khalid Barber Shop,Arlington,VA,+15712364496,5.0,$
Snip Snip Barber Shop,Falls Church,VA,+15716413200,4.5,$
Kim's Barber Shop,Alexandria,VA,+17039603325,3.5,$
Pro At Barber,Springfield,VA,+17034510838,4.5,$
Friendly Barber Shop,Fort Washington,MD,+13012488891,5.0,$
Sebastian Unisex Hair Salon,Alexandria,VA,+17037658966,3.5,$
Excellence,Fort Washington,MD,+13012920206,5.0,$
In D Barber Shop,Alexandria,VA,+17036600666,3.0,$
Van Dorn Barber Shop,Alexandria,VA,+17033702466,4.5,$$
The Ultimate Barber,Alexandria,VA,+15714830032,3.5,$$
Total Image Barber Shop,Alexandria,VA,+17032128060,5.0,$$
True Reflections Barber Beauty & Braids,Alexandria,VA,+17033601216,5.0,$$
Floyd's 99 Barbershop,Alexandria,VA,+17036347199,3.5,$$
All American Barber Shop,Alexandria,VA,+17035483988,4.0,$$
Pro-Style'n Hair Salon,Alexandria,VA,+17035674700,4.0,$$
Hollin Hall Barber Shop,Alexandria,VA,+17037659790,4.5,$$
Tommy Barbershop,Alexandria,VA,,4.0,$$
WiseCuts Barber Shop,Burke,VA,+17033721663,4.0,$$
Rose Hill Barber Shop,Alexandria,VA,+17039715860,4.0,$$
Mount Vernon Barber Shop,Alexandria,VA,+17036601290,4.5,$$
Old Town Barber Shop,Alexandria,VA,+17035195780,3.5,$$
VIP Barbers,Springfield,VA,+17033390847,4.0,$$
Germaine Barbershop Clark,Alexandria,VA,+17034546921,3.5,$$
Another Level Hair Studio,Alexandria,VA,+17032993063,4.0,$$
The Neighborhood Barbershop,Falls Church,VA,+17039927810,4.5,$$
Virginia Barbers Club,Alexandria,VA,+17576569523,5.0,$$
The Barber Shop,Woodbridge,VA,+17036706600,4.5,$$
Vintage Barber Shop and Beauty Salon,Camp Springs,MD,+13012385952,5.0,$$
The Gentlemen's Quarters,Alexandria,VA,+17038367330,4.0,$$$
The Barber Studio,Alexandria,VA,,5.0,$$$
Upper Cuts Gentlemen's Grooming Place,National Harbor,MD,+13015673680,4.0,$$$
3 Boy's Barber Shop,Alexandria,VA,+17039141104,2.5,$$$
Barber of Hell's Bottom,"Washington, DC",DC,+12023320200,4.0,$$$
Watergate Barber,"Washington, DC",DC,+12023330145,4.0,$$$
Jimmy's Barber Shop,Fort Washington,MD,+13012031687,2.5,$$$
Smitten,Arlington,VA,+15715270200,4.0,$$$
Roosters Men's Grooming Center,Arlington,VA,+15713125408,3.5,$$$
Molecule Salon,"Washington, DC",DC,+12028221588,4.5,$$$
The Hair Dynasty,Capitol Heights,MD,+12027290006,5.0,$$$
The Art of Shaving,Mclean,VA,+17032880099,4.0,$$$
Ordinary People Barber Shop,"Washington, DC",DC,+12022416500,3.5,$$$
Urban Halo Salon,Arlington,VA,+17035274256,4.0,$$$
The Grooming Lounge,McLean,VA,+17032880355,3.5,$$$
Cole Stevens Salon,"Washington, DC",DC,+12025474444,4.0,$$$
Grooming Lounge,"Washington, DC",DC,+12024668900,3.5,$$$
One80 Salon,"Washington, DC",DC,+12028429113,4.5,$$$
Arthur Christine,Mclean Va,VA,+17038425300,5.0,$$$
The Art of Shaving,Arlington ,VA,+17034152516,2.5,$$$
W Grooming Studio,Alexandria,VA,+17032037463,5.0,$$$$
Genesis Barber Shop,Woodbridge,VA,+17034945174,3.5,$$$$
Carlo's Barber Shop,Hyattsville,MD,+13019438814,4.0,$$$$
The Art of Shaving,Bethesda,MD,+13017670379,3.0,$$$$
Junior's Barbershop,Essex,MD,+14433927282,3.0,$$$$
Phenix Salon Suites,Laurel,MD,+17197854858,3.0,$$$$
Great Clips,Sterling,VA,+15713131125,1.0,$$$$
Village Barbershop and Salon,Columbia,MD,+14107308828,1.0,$$$$
Thomas D Scardina Hair & Nail Salon,Severna Park,MD,+14105441000,1.0,$$$$
Cutrone's Barber Shop,Baton Rouge,LA,+12256632266,4.5,$
The Barbershop,Gonzales,LA,+12253137302,5.0,$
Smashing the City,Baton Rouge,LA,,4.5,$
Beau James Barber & Men's Hair Styling,Baton Rouge,LA,+12259243663,5.0,$
Top Cuts,Baton Rouge,LA,+12254546958,5.0,$
Wonder Cuts,Baton Rouge,LA,+12257674917,4.0,$
Hair Salon By Elaine,Gonzales,LA,+12256443331,3.5,$
Troy's Barber Shop & Sue's Hair Styling,Baton Rouge,LA,+12253835587,5.0,$$
Mercer Supply,Baton Rouge,LA,+12254211613,4.5,$$
Bocage Gentleman's Barbershop,Baton Rouge,LA,+12259263903,3.0,$$
Uppercut's Barber Shop,Baton Rouge,LA,+12254483783,2.5,$$
Just 4 Him Hair Cut Lounge,Baton Rouge,LA,+12257572871,3.5,$$
Laurel Lea Barber Shop,Baton Rouge,LA,+12257666087,3.5,$$
Webb's Barber Shop,Baton Rouge,LA,+12253879657,4.5,$$
Brocato Hair Salon,Baton Rouge,LA,+12253880005,4.5,$$
Perkins Road Parlour,Baton Rouge,LA,+12256362858,5.0,$$
Sport Clips Haircuts of Baton Rouge - College Drive,Baton Rouge,LA,+12259242415,3.0,$$
Team Cuts,Baton Rouge,LA,+12257662225,5.0,$$
Passion Hair Studio,Baton Rouge,LA,+12252752424,4.0,$$
Wonder Cuts,Baton Rouge,LA,+12257528441,2.5,$$
Sport Clips Haircuts of Prairieville,Prairieville,LA,+12257443572,1.0,$$
A Lee Caro Salon,Baton Rouge,LA,+12256141183,5.0,$$$
The Art of Shaving,Baton Rouge,LA,+12252360646,2.5,$$$$
The Best Stop Barber Shop,Houma,LA,+19858729436,4.5,$
The Barbershop,Gonzales,LA,+12253137302,5.0,$
Just 4 Him Haircuts - Raceland,Raceland,LA,+19855324636,5.0,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
Revival,New Orleans,LA,+15044603208,5.0,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Craig's Barber Shop,Luling,LA,+19857858032,4.5,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Riverside Barber Shop,Gonzales,LA,+12256441984,4.5,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Aziz Barbershop,Kenner,LA,+15043394495,5.0,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Claudes Barber Shop,Kenner,LA,+15044698104,4.5,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Barbershop 315,Houma,LA,+19852620942,4.5,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
Dynasty Mens Grooming,Destrehan,LA,+19853070595,5.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Fadegame Barbershop,Kenner,LA,+15043056131,5.0,$$
Trim Setters Barbershop,Kenner,LA,+15043053150,5.0,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Christophers Hair Creati,Morgan City,LA,+19853856020,5.0,$$$$
Lookin Good,Bossier City,LA,+13187479277,5.0,$
Vernon's Barber Shop,Bossier City,LA,+13187421570,3.0,$
Uptown Barber Shop,Shreveport,LA,+13184248253,5.0,$
Texas Finest,Marshall,TX,+19034070400,4.5,$
Marshall Barber Shop,Marshall,TX,+19039382821,4.0,$
VH Barber & Styling Academy,Bossier City,LA,+13187470404,3.0,$
Dean's Hair Styling,Marshall,TX,+19039357311,4.0,$
Bill's Hair Styling,Bossier City,LA,+13187474790,5.0,$$
Fant's Barber Shop,Shreveport,LA,+13188612703,5.0,$$
Sport Clips Haircuts of Bossier City - Airline Drive,Bossier City,LA,+13187424277,4.0,$$
Southfield Barber Shop,Shreveport,LA,,3.5,$$
Wonder Cuts,Bossier City,LA,+13187462070,3.5,$$
Salon Ahnree,Shreveport,LA,+13188610980,5.0,$$
Supercuts,Bossier City,LA,+13187410825,2.5,$$
Sport Clips Haircuts of Shreveport - Youree Drive,Shreveport,LA,+13187977780,3.5,$$
Wool-Z Cuts,Bossier City,LA,+13186555782,4.0,$$$$
The Barber Shop,Independence,KS,+16207791361,5.0,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Sonny's Barber Shop,New Orleans,LA,+15043937703,4.5,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Dale's Barber Shop,Gretna,LA,+15043040594,5.0,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Templet's Russell Barber Shop,New Orleans,LA,+15043689417,5.0,$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Jeanfreau's Barber Stylers,Belle Chasse,LA,+15043931687,5.0,$
The King Barber Shop,Terrytown,LA,+15042293363,4.0,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Mustache Cuts,Gretna,LA,+15046552864,4.5,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
Hulon's Barber & Style Shop,New Orleans,LA,+15043944247,5.0,$
Mr Jacks Louisiana Haircutters Barbr,New Orleans,LA,+15045227762,4.0,$
Kutt Kreatorz,New Orleans,LA,,5.0,$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Mirage Barber Shop,New Orleans,LA,+15049001809,4.0,$$
Estilo Barber Shop,Gretna,LA,+15046066319,5.0,$$
Monteleone Barber Shop,New Orleans,LA,+15045236700,4.0,$$
HeadQuarters Barber Beauty & Natural Hair Salon,New Orleans,LA,+15043044087,4.5,$$
Aziz Barber Shop,Harvey,LA,+15043330090,3.0,$$
Case Closed,New Orleans,LA,+15043097655,5.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
Gauthreauxs Chop Shop,Metairie,LA,+15043532034,5.0,$
The Social Club Barbershop,Metairie,LA,+15043736402,4.5,$
Sculpturez Barber Shop,Metairie,LA,+15043248101,4.0,$
Jerry's Barber Shop,Marrero,LA,+15043476435,5.0,$
Sonny's Barber Shop,New Orleans,LA,+15043937703,4.5,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Dale's Barber Shop,Gretna,LA,+15043040594,5.0,$
Mustache Cuts,Gretna,LA,+15046552864,4.5,$
The King Barber Shop,Terrytown,LA,+15042293363,4.0,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Vince's Barber Shop,Metairie,LA,+15045927554,4.5,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Jeanfreau's Barber Stylers,Belle Chasse,LA,+15043931687,5.0,$
Templet's Russell Barber Shop,New Orleans,LA,+15043689417,5.0,$
Just 4 Him Haircuts - Kenner,Kenner,LA,+15043053575,4.0,$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Mirage Barber Shop,New Orleans,LA,+15049001809,4.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Estilo Barber Shop,Gretna,LA,+15046066319,5.0,$$
Aziz Barber Shop,Harvey,LA,+15043330090,3.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
Factotum Barber + Supply,New Orleans,LA,+15042089801,5.0,$$
Pat's Barbershop,New Orleans,LA,+15045690099,5.0,$$
Imad's Barber Shop,Kenner,LA,+15045753545,4.0,$$
Bluenote Barbershop,New Orleans,LA,+15045163631,4.5,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Distinct Image Barber Shop,Metairie,LA,+15049417349,4.0,$$
Mr Chills First Class Cuts Barber Shop,New Orleans,LA,+15048617530,4.5,$$
Perfect Cut,Harvey,LA,+15048450006,4.0,$$
Legend,Metairie,LA,+15045715140,4.0,$$
Aidan Gill For Men,New Orleans,LA,+15045879090,3.5,$$$
Clear-Vue Barber Shop,New Orleans,LA,+15042249808,3.5,$$$
Bulls & Bears Parlor,New Orleans,LA,+15045339982,3.5,$$$
Flaw-Luxe Hair Studio,New Orleans,LA,+15045104023,3.0,$$$
Ginn's Hair Center,Kenner,LA,+15044435726,3.5,$$$
Megacuts,Metairie,LA,+15044554525,2.0,$$$
Mustache Cuts,Gretna,LA,+15046552864,4.5,$
Revival,New Orleans,LA,+15044603208,5.0,$
Dale's Barber Shop,Gretna,LA,+15043040594,5.0,$
The King Barber Shop,Terrytown,LA,+15042293363,4.0,$
Peter's Place For Hair,Belle Chasse,LA,+15042089050,4.5,$
Ernie's,New Orleans,LA,+15045817356,4.0,$
Two Guys Cutting Hair,New Orleans,LA,+12155195030,5.0,$
Sonny's Barber Shop,New Orleans,LA,+15043937703,4.5,$
Golden Shears,New Orleans,LA,+15048959269,3.5,$
Hulon's Barber & Style Shop,New Orleans,LA,+15043944247,5.0,$
Templet's Russell Barber Shop,New Orleans,LA,+15043689417,5.0,$
Family Barber Shop,New Orleans,LA,+15048617454,4.0,$
Mr Jacks Louisiana Haircutters Barbr,New Orleans,LA,+15045227762,4.0,$
Pat's Barber & Style Shop,Marrero,LA,+15043406116,5.0,$
Ricouard Barber & Beauty Shop,Terrytown,LA,+15043930350,4.0,$
Algie Hailey's Barber Shop,Metairie,LA,+15048311827,4.5,$
In & Out Barber & Beauty Salon,New Orleans,LA,+15045052418,5.0,$
Hair By Holly,New Orleans,LA,+15045756315,5.0,$
Jerry's Barber Shop,Marrero,LA,+15043476435,5.0,$
Kutt Kreatorz,New Orleans,LA,,5.0,$
The Bearded Lady Barbershop,New Orleans,LA,+15043100202,5.0,$$
Men Gentlemen's Grooming,Gretna,LA,+15043929933,5.0,$$
The Parker Barber,New Orleans,LA,+15046790990,4.5,$$
Magazine St Barber Shop,New Orleans,LA,+15042677823,4.0,$$
Estilo Barber Shop,Gretna,LA,+15046066319,5.0,$$
Mirage Barber Shop,New Orleans,LA,+15049001809,4.0,$$
Modern Men,New Orleans,LA,+15043097103,4.5,$$
Aziz Barber Shop,Harvey,LA,+15043330090,3.0,$$
The Rooster Club - Barbers of New Orleans,New Orleans,LA,+15046032435,4.0,$$
Whitney Barber Shop,New Orleans,LA,+15045244900,4.5,$$
Bernie Brown Haircutter,New Orleans,LA,+15045241503,5.0,$$
Off Da Hook Barbershop,New Orleans,LA,+15049400002,5.0,$$
