,Name,City,State,PhoneNumber,Rating,Price
12720,Cuts of Diamond,Smyrna,GA,17704379792.0,5.0,$$
12721,Goodfellas,Smyrna,GA,16783091114.0,4.5,$$
12722,The Barberz Lounge Barber Shops,Smyrna,GA,14043198142.0,3.0,$$
12723,ProFRESHional Cuts,Atlanta,GA,14043550096.0,5.0,$$
12725,N'style Barber Shop,Smyrna,GA,16786537322.0,3.0,$$
12726,Upscale Barber Shop,Atlanta,GA,14048206232.0,4.5,$$
12728,Heads 'R Us,Smyrna,GA,17709891050.0,3.5,$$
12729,True Skills Barber Shop,Marietta,GA,17704391193.0,3.5,$$
12731,SmartStyle,Lithia Springs,GA,16789458971.0,4.0,$$
12732,Barber Shop by J Luis,Marietta,GA,16789036985.0,2.0,$$
12733,Kinks Salon,Austell,GA,,4.5,$$
12734,Alta's Hair Wellness Studio,Smyrna,GA,16785030700.0,4.5,$$
12735,KP & Company Hair Care Studio,Austell,GA,17708194472.0,3.5,$$
12736,Zero Gravity Salon,Smyrna,GA,16786613665.0,5.0,$$
12760,Joshua's Barber Shop,Macon,GA,14782569348.0,5.0,$
12761,Hairitage Barber Shop & Beauty Salon,Macon,GA,14787451313.0,5.0,$
12762,Olde Tyme Barber Shop,Milledgeville,GA,14784569802.0,4.5,$
12763,Sport Clips Haircuts of Macon - Plantation Centre,Macon,GA,14782548530.0,3.0,$
12767,Wayne's Barber Shop,McDonough,GA,17709146300.0,5.0,$
12768,Supreme Unisex Barbershop,Mcdonough,GA,17709578474.0,4.5,$
12769,Mercer's Bob Barber Shop,Milledgeville,GA,14784525424.0,2.5,$
12772,Xtreme Cutz Barber & Beauty Salon,McDonough,GA,17709149577.0,1.0,$
12773,Dre and Craig's VIP Cuts,McDonough,GA,17708985795.0,2.5,$
12778,Vj's Cutz & Styles,Macon,GA,14782386781.0,1.0,$$
12780,Glenda's Cove,Macon,GA,14787437983.0,5.0,$$
12781,Sport Clips Haircuts of Riverside Place,Macon,GA,14782385410.0,4.0,$$
12782,Sport Clips Haircuts of McDonough - South Point,McDonough,GA,17709570245.0,5.0,$$
12783,Boulevard Barbers,McDonough,GA,16784321185.0,1.0,$$
12784,World Class Kuts,Hampton,GA,16785830639.0,3.0,$$
12787,Indivi Salon Suites,Fayetteville,GA,16783533227.0,2.5,$$
12813,Taper's Barber Shop,Marietta,GA,17702720202.0,4.5,$$
12816,E-7 Men,Marietta,GA,17703175074.0,5.0,$$
12824,Barbers R US,Marietta,GA,17709551503.0,3.0,$$
12827,La Barbershop,Marietta,GA,17709700951.0,5.0,$$
12845,Martinez Barbershop,Martinez,CA,19259576309.0,4.5,$
12846,The Chop Shop,Pacheco,CA,19253166066.0,4.5,$
12847,MVP Barber Shop,Martinez,CA,19254350026.0,4.5,$
12848,Cali Hair Cut,Martinez,CA,19252292022.0,3.5,$
12849,Great Clips,Martinez,CA,19252292177.0,3.5,$
12850,Rose's Barbershop,Martinez,CA,19253037404.0,5.0,$$
12851,Carl's Barber Shop,Martinez,CA,19253706808.0,4.5,$$
12852,The Barber pole,Martinez,CA,19253702152.0,3.5,$$
12853,The Barber Pole,Martinez,CA,19255653247.0,4.5,$$
12854,Dave's Barber Shop & Shaving Parlor,Benicia,CA,17077461100.0,4.5,$$
12855,Citrus Salon,Martinez,CA,19252282010.0,4.5,$$
12856,Orinda Village Barber,Orinda,CA,19252546911.0,4.5,$$$
12857,Norm's Barber Shop,Vallejo,CA,17076423436.0,5.0,$$$
12858,Eric Allan Hair,Berkeley,CA,17073195076.0,5.0,$$$
12859,One South Salon,Walnut Creek,CA,19259472800.0,4.5,$$$
12860,Barberella Beauty Lounge,Berkeley,CA,15105483552.0,4.5,$$$
12861,Cutting Loose Hair Studio,Concord,CA,19257986161.0,4.5,$$$
12862,Changes Salon & Day Spa,Walnut Creek,CA,19259471814.0,4.0,$$$
12863,Festoon Salon,Berkeley,CA,15105242953.0,4.0,$$$
12864,Kwik Kutz Barber Shop,Pittsburg,CA,19254271966.0,4.0,$$$$
12865,Hair By The Bay,Walnut Creek,CA,19253220552.0,4.0,$$$$
12866,Tha Chop Shop,San Lorenzo,CA,15103175865.0,3.5,$$$$
12867,Artistic Fingers,Sacramento,CA,19163994252.0,3.0,$$$$
12868,Beauty Hair Care,Sacramento,CA,19163937928.0,4.5,$$$$
12869,CosmoProf,Antioch,CA,19257765311.0,3.0,$$$$
12870,Spaldings Fresh Tapes,Sacramento,CA,,4.0,$$$$
12875,J & J Barber Shop,Stockbridge,GA,16782898161.0,5.0,$
12877,H Town Barbershop,Stockbridge,GA,18665715778.0,4.0,$$
12880,House of Fades & Styles Beauty & Barber Lounge,Stockbridge,GA,16787825321.0,5.0,$$
12966,Norcross Barber Shop,Norcross,GA,17704478686.0,1.0,$
12967,Chelo's Dominican Barbershop,Lilburn,GA,16789841156.0,4.5,$
12970,Gentlemen's Barber Shop,Duluth,GA,16789571111.0,4.0,$
12971,Medlock Village Barber Shop,Norcross,GA,17708401024.0,2.5,$
12973,Nancy Hair Salon,Norcross,GA,17709123727.0,4.5,$
12974,Hair Time,Duluth,GA,17704579978.0,4.0,$
12975,Lisa's Hair Salon,Lilburn,GA,17705649383.0,3.0,$
12977,Creative Images By Jessica Tran,Duluth,GA,14047843958.0,4.5,$
12979,Dominican Hair Salon,Norcross,GA,,4.0,$
12980,Great Clips,Duluth,GA,17704978313.0,3.5,$
12984,Garland At Gwinnett Barbers,Duluth,GA,16788366069.0,5.0,$$
12985,Royals Barber Shop,Norcross,GA,16786985300.0,3.5,$$
12986,Always Cutting Professional Grooming,Norcross,GA,16783721797.0,4.0,$$
12987,Cut Creatorz,Duluth,GA,17705571201.0,5.0,$$
12988,Royal Fades,Tucker,GA,,5.0,$$
12989,Jefry Barber Shop,Tucker,GA,14048383021.0,4.5,$$
12990,A+ Dominican Hair Salon,Norcross,GA,17704166064.0,4.5,$$
12993,Jonpaul's,Johns Creek,GA,17708140033.0,5.0,$$
12995,Echelon Family Barber Shop & Salon,Duluth,GA,17705571634.0,4.0,$$
12996,18|8 Fine Men's Salons - Peachtree Corners,Peachtree Corners,GA,16783302824.0,4.0,$$
12997,Creations Barber Shop,Norcross,GA,14702823654.0,1.0,$$
12998,Lisa La Beauté Hair Salon,Duluth,GA,14702996195.0,4.5,$$
12999,Scissor Hands,Duluth,GA,17706235522.0,3.5,$$
13000,Immaculate Cuts Barber Shop,Duluth,GA,,3.0,$$
13086,Jefferson Street Barber Shop,Franklin,IN,13173467288.0,4.5,$
13087,Jack's Barbershop,Indianapolis,IN,13174230550.0,4.5,$
13088,Matt's Barber Shop,Greenwood,IN,13178870878.0,4.0,$
13089,Chad's Barber Shop,Indianapolis,IN,13177822500.0,4.5,$
13090,Walt's Barber Shop,Greenwood,IN,13178889258.0,4.5,$
13091,Mike's Barber Shop,Greenfield,IN,13174627811.0,3.0,$
13092,Razr's,Hebron,KY,18595861370.0,4.0,$
13093,Vinnys Barbershop and Shave Parlor,Beech Grove,IN,13177860091.0,4.5,$
13094,Elmer's Barber Shop,Indianapolis,IN,13173591431.0,4.5,$
13095,DeHart's Barber Shop,Indianapolis,IN,13172445019.0,5.0,$
13096,Bogie's Barber Shop,Indianapolis,IN,13172548015.0,4.0,$
13097,Southport Barbershop,Indianapolis,IN,13177888898.0,4.0,$
13098,Upper Cutz Barber Shop,Indianapolis,IN,13179896811.0,4.0,$
13099,LB's Barber Shop,Burlington,KY,18598017080.0,5.0,$
13100,Garfield Park Barber Shop,Indianapolis,IN,13177100033.0,5.0,$
13101,Mr Mike's Barber Shop & Styling Salon,Indianapolis,IN,13178901007.0,4.5,$
13102,Unchanging Hands Barbershop,Indianapolis,IN,13174127417.0,5.0,$
13103,Big Tyme Barbers,Indianapolis,IN,13174881131.0,5.0,$
13104,D W Lee's Style & Barber Shop,Indianapolis,IN,13178993320.0,4.0,$
13105,The Barbershop,Indianapolis,IN,13178890316.0,2.5,$
13106,Wagner's Barber Shop,Greensburg,IN,18126632553.0,3.0,$$
13107,Noble's Barbershop,Columbus,IN,18127997528.0,4.0,$$
13108,Brick & Mortar Barber Shop,Indianapolis,IN,13179291179.0,5.0,$$
13109,Bowtie Barber Club,Oxford,OH,15132806470.0,3.5,$$
13110,Ye Olde Head Shoppe,Greenfield,IN,13174622300.0,4.0,$$
13111,Ted's Barber Shop,Aurora,IN,18129261400.0,4.5,$$
13112,4:59 Barber Lounge,Indianapolis,IN,13172574599.0,4.5,$$
13113,Fountain Square Barber Shop,Indianapolis,IN,13172310138.0,4.5,$$
13114,Warfleigh Barber Shop,Indianapolis,IN,13175728550.0,4.5,$$
13115,V's Barbershop,Fishers,IN,13178458122.0,3.5,$$
13116,Eric's Barber Shop & Hair Salon,Indianapolis,IN,13178261220.0,5.0,$$
13117,J Williamson Barber Shop,Indianapolis,IN,13175190701.0,5.0,$$
13118,Mike's Barber Shop,Indianapolis,IN,13177810218.0,4.5,$$
13119,Red's Classic Barber Shop,Indianapolis,IN,13176367337.0,4.0,$$
13120,Kenny's Barber Shop,Hebron,KY,,5.0,$$
13121,Clippers Barber Shop,Indianapolis,IN,13174849858.0,5.0,$$
13122,Mike's Barber Shop,Greenwood,IN,13178814247.0,4.5,$$
13123,Gq Cutz Barbershop,Indianapolis,IN,13179922094.0,5.0,$$
13124,123 Barber Shop,Indianapolis,IN,13176544757.0,5.0,$$
13125,Broad Ripple Barber Shop,Indianapolis,IN,13172053600.0,4.0,$$
13126,Faded Traditions,Oxford,OH,15132806033.0,3.0,$$$
13127,Sport Clips Haircuts of German Church Shops,Indianapolis,IN,13178979674.0,3.0,$$$
13128,Evan Todd Salon & Spa,Indianapolis,IN,13175242575.0,4.0,$$$
13129,Hair Lines Salon & Boutique,Dillsboro,IN,18124325001.0,1.0,$$$
13130,Sport Clips Haircuts of Fishers @ Olio,Fishers,IN,13175771810.0,3.0,$$$
13139,Ratana Men's Salon,Atlanta,GA,17709213972.0,5.0,$
13141,Hair Images Salon,Atlanta,GA,14042480446.0,3.5,$
13149,JP Master Barber,Garden Bloomington,MN,19526812871.0,5.0,$$
13150,Tru Skills Barber Shop,Atlanta,GA,16785095491.0,5.0,$$
13152,Cal the Barber,Atlanta,GA,14705149604.0,5.0,$$
13155,HeadMasters Beauty and Barbershop,Atlanta,GA,14048419101.0,2.5,$$
13156,Sam's Hair Salon,Atlanta,GA,14046682851.0,5.0,$$
13157,Sport Clips Haircuts of Atlanta - Druid Hills,Atlanta,GA,14044583941.0,3.0,$$
13159,Company T Barbershop,Atlanta,GA,14043092053.0,5.0,$$
13160,71 Barbershop,Atlanta,GA,14048468055.0,3.5,$$
13161,Mint Salon,Atlanta,GA,14047249669.0,4.0,$$
13251,Executive Barbers,Suwanee,GA,16785462288.0,4.5,$$
13259,Creative Cuts and Styles,Lilburn,GA,17709822800.0,4.5,$$
13273,Silver Clippers,Stillwater,OK,14053724182.0,5.0,$
13274,Game Time Cuts,Stillwater,OK,14055331414.0,3.0,$
13275,Doc's Barber Shop,Edmond,OK,14053400202.0,5.0,$
13277,Friendly Barber Shop,Edmond,OK,14053412138.0,4.0,$
13278,Bluejays Barber Shop & Beauty Bar,Enid,OK,15802341105.0,4.5,$$
13279,Downtown Barbershop,Stillwater,OK,14053721519.0,4.0,$$
13280,Everyman,Stillwater,OK,14053325563.0,3.5,$$
13281,Clubhouse Barbershop,Edmond,OK,14054764389.0,4.5,$$
13282,Boardroom Salon for Men - Edmond,Edmond,OK,14055319320.0,4.5,$$
13283,Dudes and Divas Barber and Style Shop,Edmond,OK,14054715277.0,5.0,$$
13284,Tran Barber Shop,Edmond,OK,14052862397.0,3.5,$$
13285,Cut it Out BarberShop,Edmond,OK,14055378142.0,4.0,$$
13286,Premier Beauty Barber Lash Body,Edmond,OK,14058445173.0,5.0,$$
13287,Sport Clips Haircuts of Edmond,Edmond,OK,14053407800.0,3.0,$$
13288,Cut N' Loose Salon,Edmond,OK,14053404247.0,3.0,$$
13289,Salon & Spa On Spring Creek,Edmond,OK,14052169200.0,4.5,$$
13290,Salon & Spa On Spring Creek,Edmond,OK,14052169200.0,4.0,$$
13291,Sport Clips Haircuts of Danforth Plaza,Edmond,OK,14055138007.0,2.0,$$
13292,Changes Hair & Spa,Enid,OK,15802375500.0,4.0,$$$
13296,The Barber Shop,Bluffton,SC,18437062090.0,5.0,$
13298,Barbers of the Low Country Inc.,Bluffton,SC,18438154423.0,4.5,$
13300,Boyz II Men Barber Shop,Savannah,GA,19122329513.0,3.0,$
13301,Beavers Barber Shop,Savannah,GA,19122338955.0,5.0,$
13302,Hudson's Barber Stylon,Savannah,GA,19123520574.0,5.0,$
13303,Murray's Barber Shop,Savannah,GA,19123493531.0,5.0,$
13304,Gq Barber Shop,Savannah,GA,19123542287.0,5.0,$
13305,Hunter's,Savannah,GA,19123555910.0,4.0,$
13306,Sport Clips Haircuts of Rincon,Rincon,GA,19128260750.0,1.0,$
13308,The Barber Pole,Savannah,GA,19128980092.0,1.0,$
13309,Great Clips,Savannah,GA,19123496116.0,2.5,$
13313,Bell Barber - Starland District,Savannah,GA,19123580451.0,4.5,$$
13314,Barber Pole,Savannah,GA,19122343831.0,3.5,$$
13315,Suave House,Garden City,GA,19122395430.0,4.5,$$
13317,Gentlemen's Barbershop,Savannah,GA,19123549446.0,3.5,$$
13319,Hair You Go at Joseph's Salon,Savannah,GA,19124219669.0,5.0,$$
13322,Jazzy Cutz,Savannah,GA,19122346855.0,4.0,$$
13323,Strictly Business Hair & Styling,Savannah,GA,19122310008.0,5.0,$$
13324,The Cutting Point,Wilmington Island,GA,19122728145.0,4.5,$$
13325,Susie's Little Shop of Hair Cuts-Barber Shop,Rincon,GA,19128261825.0,2.5,$$
13326,Sport Clips Haircuts of Savannah,Savannah,GA,19123492802.0,3.0,$$
13327,SuperStar Barbershop,Savannah,GA,19129256162.0,1.0,$$
13328,May River Beauty,Bluffton,SC,18438154247.0,5.0,$$
13336,Coolrunnings Barber shop,Decatur,GA,16787892114.0,5.0,$
13341,The Cutting Club,Clarkston,GA,16787522145.0,4.0,$$
13342,Heroes At Home Barber Shop,Stone Mountain,GA,17704699393.0,4.0,$$
13366,All-Star Barber Shop,Hanford,CA,15596399075.0,4.5,$
13367,First Place Barber Shop,Hanford,CA,14153057525.0,5.0,$
13368,Court Barber Shop,Hanford,CA,15595850720.0,5.0,$
13369,Above the Rest Barber Shop,Hanford,CA,15595875588.0,5.0,$
13370,Uptown Barbershop,Lemoore,CA,15593453386.0,3.5,$
13371,Urban Cuts,Selma,CA,15598968381.0,4.5,$
13372,The Shop Barber Shop,Hanford,CA,15593805598.0,3.0,$
13373,JR's Barbershop,Sanger,CA,15596186689.0,5.0,$
13374,Selma Barber and Beauty Shop,Selma,CA,15598968850.0,2.5,$
13375,Vic's Barber Shop,Reedley,CA,15596383530.0,5.0,$
13376,Fred's Barber Shop,Hanford,CA,15595846229.0,4.0,$
13377,Omar's Cuts,Fresno,CA,15599067298.0,5.0,$
13378,Bargain Beauty Salon,Fresno,CA,12092989281.0,5.0,$
13379,Ofelia's Barber & Beauty Salon,Fresno,CA,15594451855.0,4.0,$
13380,Kia's Salon & Cuts,Fresno,CA,15597089361.0,4.0,$
13381,Men's Haircut,Fresno,CA,15592530307.0,4.5,$
13382,Leonor Barbershop,Fresno,CA,15592333706.0,1.5,$
13383,Cat's Barber Shop,Selma,CA,15598912002.0,5.0,$$
13384,Urban Shop,Lemoore,CA,15593094289.0,3.0,$$
13385,Tower 59 Barber Shop,Fresno,CA,15599075019.0,4.5,$$
13386,Sanger Barber Shop,Sanger,CA,15593568180.0,4.5,$$
13387,Hair Kutters,Lemoore,CA,15599243900.0,2.0,$$
13388,TheReal Deal Barber shop,Reedley,CA,15596377898.0,4.0,$$
13389,Ruben's Barber Shop,Fresno,CA,15594429000.0,4.5,$$
13390,Next Level Barber Studio,Fresno,CA,15593890761.0,4.5,$$
13391,Calwa Barbershop,Fresno,CA,15594038555.0,5.0,$$
13392,Top Rank Barbershop,Sanger,CA,15597047928.0,3.5,$$
13393,Top Barber Shop,Fresno,CA,15592530307.0,4.5,$$
13394,Apache's Barber Shop,Sanger,CA,15598763893.0,2.5,$$
13395,Catch a Fade Barber Shop,Fresno,CA,,3.5,$$
13396,609 Barber Shop,Fresno,CA,15592848157.0,2.5,$$
13397,Oliver Pete Mr Fro,Fresno,CA,15592662027.0,2.5,$$
13398,Smart Cuts,Fresno,CA,15594568000.0,3.0,$$
13399,Getting Faded Barbershop,Madera,CA,15596748744.0,1.0,$$$
13400,Barber Avenue,Madera,CA,15596733038.0,2.5,$$$$
13401,I Barbieri,Rome,RM,,5.0,€
13402,Ninfea Acconciatori,Rome,RM,393664208258.0,4.0,€
13403,Hair Sergio,Rome,RM,3906764402.0,4.0,€
13404,La Perla,Rome,RM,393283393062.0,1.0,€
13405,#Taglio03,Rome,RM,390669327984.0,4.0,€
13406,Machete,Rome,RM,390648930208.0,4.0,€€
13407,Max&Jò,Palestrina,RM,39069538515.0,5.0,€€
13408,Dandies,Rome,RM,390637513495.0,5.0,€€
13409,Acconciature Maschili,Rome,RM,39064391306.0,4.0,€€
13410,Jean Louis David,Rome,RM,39066794722.0,3.5,€€
13411,Bandiera Gialla,Rome,RM,39064390041.0,3.0,€€
13412,Franco - Acconciature Uomo,Rome,RM,39065593581.0,5.0,€€
13413,ContestaRockHair,Rome,RM,390670300165.0,3.0,€€
13414,Italian Gentleman,Rome,RM,390645499138.0,4.0,€€
13415,Hair Style,Rome,RM,393498653453.0,3.0,€€
13416,Barbiere Rocco,Rome,RM,393388157691.0,4.0,€€
13417,Figaro Barber Shop,Rome,RM,390664670500.0,3.0,€€
13418,Usiello,Roma,62,390687182136.0,4.0,€€
13419,Hair Styling Rosario Uva,Roma,62,390669920503.0,3.0,€€
13420,Barber's Shop,Rome,RM,,2.5,€€
13421,Trystyle,Rome,RM,390671544957.0,3.0,€€
13422,My Tony,Rome,RM,39067142267.0,3.0,€€
13423,Calandrelli Group,Rome,RM,390652357313.0,3.0,€€
13424,Antica Barberia Peppino,Rome,RM,39066798404.0,4.5,€€€
13425,Wonderfool,Rome,RM,390668892315.0,4.5,€€€€
13524,Headrush Precision Haircuts,Atlanta,GA,16784190009.0,4.5,$
13548,Roosters Men's Grooming Center,Atlanta,GA,17703030069.0,4.0,$$
13561,Hair King,Snellville,GA,14702755169.0,3.5,$
13566,Donna's Barber Shop & Beauty Salon,Snellville,GA,16786919950.0,5.0,$
13573,Hair Razor,Loganville,GA,17705541299.0,5.0,$
13577,Chris' Barbershop,Stone Mountain,GA,17709233216.0,4.0,$
13581,A-1 Kutz,Snellville,GA,14149395889.0,2.0,$$
13585,Stars & Stripes Barbershop,Loganville,GA,17709829111.0,4.0,$$
13594,Spencer Watson - Primyir Barber Shop,Tucker,GA,16787540306.0,5.0,$$
13599,Brockett Sq Barbershop,Tucker,GA,17704913083.0,5.0,$$
13622,Cone's Barbershop,Statesboro,GA,19127643523.0,3.5,$
13623,Carter's Barber Shop,Brooklet,GA,19128422442.0,5.0,$
13638,Kut Factory,Snellville,GA,17709786752.0,1.0,$
13641,Sport Clips Haircuts of Statesboro,Statesboro,GA,19127643445.0,5.0,$$
13667,Browns Barber Shop,Morrow,GA,17709688723.0,1.0,$
13669,House of Pretty Beauty Bar,Jonesboro,GA,14045930026.0,3.0,$
13674,Primetime Styles & Cuts,Stockbridge,GA,17705067999.0,3.5,$$
13681,Tnt Barber & Beauty,Jonesboro,GA,17704731007.0,4.0,$$
13714,EL GATO BARBER SHOP,Buford,GA,14705897282.0,4.0,$
13715,Sport Clips Haircuts of Suwanee - Highland Station,Suwanee,GA,14705891030.0,5.0,$
13716,Great Clips,Buford,GA,16787140700.0,2.5,$
13718,Unique Cuts,Buford,GA,16785414852.0,4.5,$$
13722,Kim's Barber Shop,Suwanee,GA,17705685577.0,4.5,$$
13723,TNA Salon,Sugar Hill,GA,16782882002.0,5.0,$$
13724,BlackTie Barbershop,Buford,GA,16785415399.0,3.0,$$
13725,Studio 93 Hair Salon,Buford,GA,17706149693.0,4.5,$$
13727,Family Hair Design & Barber,Buford,GA,16785410533.0,3.0,$$
13728,Sport Clips Haircuts of Buford,Buford,GA,17708310101.0,3.0,$$
13779,Lanier Barbers,Cumming,GA,17707819467.0,4.0,$$
13782,Roosters Men's Grooming Center,Johns Creek,GA,17706234004.0,3.5,$$
13805,Northwood Barber Shop,Thomasville,GA,12292360607.0,4.5,$
13806,Johnson's Barber Shop,Monticello,FL,18509336868.0,3.0,$
13811,Baytree Barber Shop,Valdosta,GA,12292421985.0,4.0,$$
13818,Sport Clips Haircuts of Valdosta,Valdosta,GA,12292590100.0,2.0,$$
13825,Blendz Barber Shop,Valdosta,GA,12292420113.0,5.0,$
13827,Bemiss Road Barber and Style Shop,Valdosta,GA,12292423506.0,5.0,$
13828,Northside Plaza Barber Shop,Valdosta,GA,12295603733.0,4.5,$
13837,AC Masterbarber's,Tucker,GA,14047723276.0,5.0,$
13849,Head Line Hair Studio,Atlanta,GA,14049196992.0,2.0,$
13863,Sport Clips Haircuts of Tucker,Tucker,GA,17707975627.0,3.5,$$
13865,Cookie Cutters Haircuts for Kids,Tucker,GA,16783957428.0,4.0,$$
13870,Superstar Barbershop,Atlanta,GA,17709397624.0,3.5,$$
13894,Precision Cutz,Union City,CA,15104774782.0,4.5,$
13895,Rolie's Barber Shop,Union City,CA,15104899125.0,3.5,$
13896,Toni's Cuts,Newark,CA,15105128120.0,4.5,$
13897,Jacki's Barber Shop,Newark,CA,15107922136.0,4.5,$
13898,Gene's Barbershop,Fremont,CA,15107458814.0,4.5,$
13899,Pleasanton Barber Shop,Pleasanton,CA,19253996870.0,4.0,$
13900,Milton's Barber Shop,Castro Valley,CA,15102471438.0,4.5,$
13901,Norm's Barber Shop,Pleasanton,CA,19254623726.0,4.5,$
13902,George's Barber Shop,Newark,CA,15107977427.0,4.0,$
13903,Urban Style Barber Shop,Palo Alto,CA,16504331802.0,4.0,$
13904,Jimmy's Barber Shop,San Carlos,CA,16502910299.0,5.0,$
13905,Antonio's Old Fashion Barber Shop,Hayward,CA,15105378312.0,5.0,$
13906,Kevin's Cut,San Leandro,CA,15106148449.0,4.5,$
13907,Proper Cuts,Fremont,CA,15104949401.0,4.0,$
13908,Dublin Corner's,Dublin,CA,19258295881.0,4.0,$
13909,Richie's Barber Shop,San Leandro,CA,15106679010.0,4.5,$
13910,Royal Cutz Barbershop,Redwood City,CA,16504030500.0,5.0,$
13911,Fremont Barber Shop,Fremont,CA,15106561955.0,4.0,$
13912,Simpson's Family Barber  Shop,Menlo Park,CA,16508539913.0,4.0,$
13913,Paul's Mission Barbershop,Fremont,CA,15106571511.0,4.5,$
13914,The Lion's Mane Barbershop,Union City,CA,15104895522.0,4.0,$$
13915,Classic's Barbershop,Newark,CA,15108940547.0,5.0,$$
13916,D & R Barber Shop,Union City,CA,15104897363.0,4.0,$$
13917,New York New York Barber Lounge,Hayward,CA,15103149215.0,4.5,$$
13918,Timeliners Barber Shop,Fremont,CA,15106482141.0,4.5,$$
13919,Desi Cuts & Color Plus,Union City,CA,15104290786.0,4.5,$$
13920,King Of Kutz Barbershop,Hayward,CA,15102479087.0,4.0,$$
13921,KJ's Barber & Hair Creationz,Newark,CA,15107948524.0,4.0,$$
13922,In The Cutz,San Leandro,CA,15102589543.0,4.5,$$
13923,Prince’s Barber Shop,Fremont,CA,15106779942.0,4.5,$$
13924,Alex's Classic Barber Shop & Shaves,Fremont,CA,15106231635.0,4.5,$$
13925,The Groomsmen,Hayward,CA,15103988525.0,4.5,$$
13926,The Sports Barbershop,Hayward,CA,15107809735.0,4.0,$$
13927,Redwood Barber,Redwood City,CA,16502577017.0,4.5,$$
13928,Studio One Barber Shop,Hayward,CA,15104325716.0,4.5,$$
13929,The Cutz Barbershop,Hayward,CA,15103976997.0,4.0,$$
13930,Don's Barber Shop,Fremont,CA,15107225721.0,4.0,$$
13931,Rick's Sundale Barber Shop,Fremont,CA,15104909911.0,4.5,$$
13932,Diamond Cutz Barbershop,San Leandro,CA,15108270178.0,4.5,$$
13933,Stack Cutz,Hayward,CA,15107317015.0,4.0,$$
13934,The Art of Shaving: Stoneridge Shopping Center,Pleasanton,CA,19252510197.0,4.0,$$$
13935,18/8 Fine Men's Salons - Palo Alto,Palo Alto,CA,16504608290.0,4.0,$$$
13936,Vizions Hair and nails,Hayward,CA,,4.0,$$$
13937,The Art of Shaving,Palo Alto ,CA,16503910290.0,4.0,$$$
13938,Hair Mill,Menlo Park,CA,16503230653.0,4.0,$$$
13939,Don's Barber Shop,Hayward,CA,15102783288.0,3.5,$$$
13940,Miva Salon,Hayward,CA,15108569102.0,4.5,$$$
13941,Fusion 3 Salon,Pleasanton,CA,19256000080.0,4.5,$$$
13942,Edge Hair Salon,Palo Alto,CA,16504621000.0,4.0,$$$
13943,Legar Salon,Redwood City,CA,14153773137.0,4.0,$$$
13944,New Image Salon & Spa,Fremont,CA,15107927400.0,4.0,$$$
13945,Teresa Callen-Image Arts Salon,Redwood City,CA,16503226868.0,4.0,$$$
13949,Sculptors Barber Shop,Stockton,CA,12098513582.0,5.0,$$$$
13950,Joyful Hair Salon,San Jose,CA,14082693367.0,4.5,$$$$
13980,Joe's Barbershop,Hilton Head Island,SC,18433415637.0,4.5,$
13983,Hairitage Barber & Beauty,Hilton Head Island,SC,18437858811.0,5.0,$
13985,Rita's Barber Stylist,Hilton Head Island,SC,18437858095.0,5.0,$
13994,Sport Clips Haircuts of Bluffton,Bluffton,SC,18438375050.0,3.5,$
14001,An Original Str8 Edge Barbershop,Hilton Head Island,SC,18436818511.0,4.5,$$
14004,Elite Barber Shop,Hilton Head Island,SC,18433048069.0,3.5,$$
14005,Cutting Room Barber & Styling II,Hilton Head Island,SC,18437854247.0,4.0,$$
14025,Whitehead's Barber Shop,Flowery Branch,GA,17709653134.0,3.0,$
14037,The Men's Room Barber & Spa,Braselton,GA,17066840371.0,4.5,$$
14044,Ivan Dominican Barbershop,Gainesville,GA,16786965775.0,3.5,$$
14079,Ricci's Barber Shop,New Paltz,NY,18452552904.0,2.5,$
14083,Manny's Red Hook Barber Shop,Red Hook,NY,18457586492.0,1.5,$
14084,Carol's Cutting Edge,Red Hook,NY,18457586994.0,4.5,$
14085,C & C Unisex Hair Design,Kingston,NY,18453367934.0,2.5,$
14086,Classic Cuts Barber Shop,Kingston,NY,18453399550.0,4.5,$$
14087,Pugsly's Sideshow,Kingston,NY,18454815843.0,4.5,$$
14088,Saad's Barbershop,Kingston,NY,19143884372.0,5.0,$$
14089,Hot Towel Barber Shop,Highland,NY,18458836042.0,5.0,$$
14090,Side Burnz,Hyde Park,NY,18452291920.0,3.5,$$
14091,Iconic Hair Salon,Rhinebeck,NY,18458768900.0,4.5,$$
14092,Tressol-mi,New Paltz,NY,18452551575.0,3.5,$$
14097,Fletcher's Barber Shop,Alton,IL,16184665432.0,5.0,$
14098,Eaker's Family Barber Shop,Edwardsville,IL,16186561128.0,5.0,$
14100,Magic Razor Barber Stylist,Florissant,MO,13148396576.0,5.0,$
14101,Mike's Barber Shop,Ballwin,MO,16363869641.0,4.5,$
14102,Fresh Cutz Barber Shop,Saint Charles,MO,16369467171.0,4.0,$
14104,Danny's Barber Shop,Troy,IL,16186673030.0,5.0,$
14105,Willie's Barber Shop,Saint Peters,MO,16364473077.0,5.0,$
14106,John's Barber Shop,Maryville,IL,16183443207.0,5.0,$
14109,Tony's Traditional Cuts,O Fallon,IL,16182068208.0,5.0,$
14110,Tony's Barber Shop,Saint Charles,MO,16362790988.0,5.0,$
14111,Mosley Square Barber Shop,Saint Louis,MO,13145676550.0,5.0,$
14116,Buzz City,Granite City,IL,16184524990.0,2.5,$
